,January,February,March,April,May,June,July,August,September,October,November,December,Year
BFA,24.443147931771428,27.19911629812857,29.61081804547857,29.6170174735,27.30955287387857,26.505205426892854,26.453955514085717,25.58835928782143,25.264083862314287,25.887071881971423,26.530463082457143,25.039773123600003,26.620713733491666
BGD,19.271646118149995,22.37163085936,26.287704467780003,29.946569824209995,29.894119262690005,28.183728027340003,27.14793701173,26.68366699218,25.30616760252,22.84854431151,21.1974822998,18.617169189450003,24.813030497226666
BGR,1.99012374877975,2.8133316040025003,4.791095733641249,8.0802955627425,13.871353149425,18.8080711364875,24.349216461175,23.728012084975,17.8330078125,11.924259185787498,7.160911560065,3.5664634704575,11.57634512583654
BHR,14.054901123,16.9423217773,22.5493164062,26.3210144043,32.3707580566,37.8795776367,40.3628845215,39.8526000977,35.4618225098,28.1318054199,20.7312316895,15.8589172363,27.543095906566666
BHS,23.074684143087502,22.113693237312503,22.3517456054625,23.1345787048375,24.4263343811,25.946483612062497,27.080089569075,27.909912109375,28.1000633239625,27.225254058825,25.8379707336375,24.2746162414625,25.122952143350005
BIH,3.671875000001334,4.10898844401,5.328084309895,8.061152140303333,13.222590128583334,17.475845336899997,22.26908365885,21.707219441733333,17.48289489745,12.379175821918333,8.40379842123,4.781494140626666,11.574350145125111
BLR,-5.107951572962143,-4.713130405970714,-1.6222512381413,3.739421299525,10.940560477121426,15.470454624714284,18.68924822127143,16.709936959414282,10.935511997768572,6.432599748884286,2.120343889509286,-4.183598109654286,5.784262157623343
BLZ,21.405921936025,21.848022460925,24.3019943237,26.390792846675,27.3951034546,27.908195495625,28.724929809575,28.5475769043,26.8530807495,24.744850158675,23.417510986325,21.886322021475,25.28535842895
BMU,18.0713806152,17.2192077637,17.1939697266,18.0053405762,20.0858764648,23.0789489746,25.5788879395,26.7515258789,26.1574401855,24.4182128906,21.6399841309,19.1532592773,21.446169535316667
BOL,22.114387110661585,21.820630525290525,20.95268169201658,19.896732531103687,20.12498715049184,19.993840267783,20.730771516500784,23.01325828151,26.280433253244738,26.619958174852364,24.84442218980658,22.48234236867763,22.40620375516161
BRA,26.29628004225928,26.05037749974469,25.483789494607954,24.53867454866371,23.91637832506813,23.6964485371,24.94554853861417,27.102755251183176,28.991491942277868,30.004230735576087,29.173481088822573,27.2359863551292,26.452953529920574
BRB,24.3728942871,24.1034240723,24.0596618652,24.2727966309,24.7489318848,25.4793701172,26.7700805664,27.9776611328,28.175201416,27.5937194824,26.6592407227,25.3600769043,25.797754923508336
BRN,25.020645141600003,24.826858520500004,26.06231689455,26.62859344485,26.640914917,26.66550445555,26.294044494625,26.4964752197,27.055671691875,27.003593444825,26.3764038086,25.767288208,26.236525853472923
BTN,4.07305908203,7.424794514969,11.857040405281666,17.613733927403334,19.1136830648,18.83042907713333,19.029713948566663,18.33903503416667,16.19208272296333,12.307846069323332,7.870529174796334,3.698226928711667,13.029181162512112
BWA,23.04763793945,23.00653457641667,21.49798329670833,20.51627604165833,17.48651885985417,15.336968739816667,15.972259521479163,19.83877690632917,23.95661671957083,27.036820729570834,24.054175059008333,22.98089218139583,21.227621714271528
CAF,25.13249558668846,26.716267512403853,26.880335881153844,25.128597552957693,23.890367948088457,23.62505399263461,24.660192636346157,24.55928626427692,23.79853233924615,23.07395582933462,22.746259249176923,23.17017423189231,24.44845991868333
CAN,-19.60449834104488,-19.88003747658804,-16.446023909773494,-8.21517271448353,1.9706613509390851,9.892288057922045,11.954068393394488,8.947947717886013,3.341970625079935,-2.6955930866173614,-9.916948937588906,-15.352885311939907,-4.667018636067881
CCK,26.1840209961,26.9576416016,27.4711608887,27.5759277344,27.0638427734,26.2707214355,25.6807556152,25.2108764648,25.044128418,25.1990661621,25.4230957031,25.6052246094,26.140538533525
CHE,0.7658487955731667,0.9744567871086,2.0941060384116663,4.860438028971667,9.035858154298332,12.759307861316666,15.375152587883337,15.4011993408,12.635126749683332,8.109786987303332,4.636144002280001,1.6837259928381665,7.360929277205689
CHL,15.00992311750107,15.31746074131411,13.951320103230897,10.880307878769289,8.242068699424463,6.064217703687127,5.563368661066218,6.190388815744929,7.674416133336964,9.139181409561964,11.225136348180712,13.395374843045536,10.221097037905272
CHN,-8.595214442204087,-6.196507052370306,-0.4823056773146281,6.25038929989565,12.370055951567752,16.971955449959047,18.978671726426807,17.045947727402567,12.478221491762037,5.631034549913685,-2.2580738569564254,-7.9764759666063165,5.351474933456315
CIV,26.21504647391429,27.61858476910714,28.004911150242854,27.294825962607145,26.044381277892853,25.34017944335714,24.95895821707857,24.428423200335715,24.395601545057144,24.61054992676429,25.045514787935712,25.65728541784286,25.801188514344634
CMR,24.1036173502625,25.82529449462917,26.412943522133336,25.47225062050417,24.53284962972083,24.238226572666665,24.360755920408337,24.14524968465417,23.823314666749997,23.744469960533337,23.695893605541663,23.1794815063375,24.46119562784514
COD,22.30346345248494,23.38039534059452,23.451407236591788,22.994495548619177,22.71766641695068,22.81695556640548,24.180226365179465,25.07777801932465,24.63643029617809,23.85458917487397,22.38988045470138,21.33359976990548,23.261407303484138
COG,23.82270622254375,24.933359146125,24.955139160156246,24.3868522644125,23.78993988038125,23.846563339225,24.965658187856253,25.038732528681244,24.29632377625,23.813272476193752,23.31827926635,22.644405364993748,24.150935967764067
COK,26.4524597168,27.38759155274,27.6211303711,26.723638916,25.18380737304,24.00900268554,23.26786499022,22.69808349608,22.84215698242,23.385876464840003,24.24374389648,25.27277221678,24.92401072183667
COL,25.759735107424994,26.472685241699992,26.501741790769994,25.85315170288,24.7594963073725,23.846565246590004,25.3877777099675,27.408704376219998,27.71671981812249,27.36803817749501,26.254890441895004,25.71115798950249,26.086721992494997
COM,27.4034118652,27.6188964844,28.054901123,28.1011352539,27.0930480957,25.6194458008,24.5966491699,24.1723327637,24.2400817871,24.7678527832,25.8227844238,26.9664916992,26.20475260415833
CPV,22.07589213055,21.584411621066668,22.227722167966665,23.13498942058333,23.258580525733333,24.40432230631667,26.040247599266667,26.964843750016662,27.19613138835,26.742329915366668,25.25806681313333,23.154637654616664,24.33684794108056
CRI,26.36003766741429,26.58782087052857,26.960941859657144,27.29309953961428,27.60112653460001,27.131591796871422,27.29999651225714,27.96212768554286,28.040265764514285,27.704267229357143,27.023289271757143,26.530957903185712,27.207960219608335
CUB,23.183671431118185,22.69075428356363,23.706845370218183,25.148884166372728,26.687011718754544,28.234033757990904,29.29857011274545,29.68773581765455,29.0752813166,27.3889798251,25.814239501954543,24.29919988459091,26.26793393222197
CXR,27.3142700195,27.6414794922,27.708404541,27.7632446289,27.6490478516,27.1943664551,26.3505554199,25.5694580078,25.5541992188,26.2434387207,26.8157348633,27.075012207,26.90660095215
CYM,24.7825012207,23.9783325195,24.4808959961,25.4376220703,26.6929626465,27.9295043945,29.0132751465,29.4863891602,29.1889343262,28.3212585449,27.1761169434,25.8921203613,26.864992777508334
CYP,10.25325012206,10.82416534426,12.3991165161125,14.716957092275,18.668045043925,22.818878173825,27.7251358032,28.134101867675,24.29343414305,20.236167907725,15.74726104735,12.4515380859475,18.189004262283753
CZE,-0.5837029351125689,-0.1814066569016778,1.1411743164067778,4.490098741318889,10.266737196183335,13.99363199868889,16.498067220044447,15.39689805772222,12.047790527344445,7.833492702908889,4.499233669704444,0.1147020128038333,7.126393070925992
DEU,0.8279388427737638,0.7632995605460751,1.7635009765608998,4.7163711547845,9.645082092282,13.45812072754,15.768412780770005,15.075765991205005,12.317478942875002,8.3745727539055,5.2200836181645,1.52862396240285,7.454937616984174
DJI,22.72365315756667,24.226969401033333,27.353454589833333,30.1909383138,32.32692464193334,33.45298258463333,31.420898437466665,31.177215576166663,32.11829630536666,28.804860432966667,25.30099487303333,23.480428059866664,28.548134697805555
DMA,24.2493591309,23.7666015625,23.7021484375,23.9307250977,24.4887390137,25.2386169434,26.3935852051,27.5964050293,28.0660705566,27.6684265137,26.7156982422,25.3854370117,25.600151062025002
DNK,0.6436716715491667,-0.1482009887687166,0.3539377848308332,3.336489359536666,8.468345642090833,12.936172485358334,15.572807312025004,14.583618164058334,11.7573852539025,8.458730061849167,5.5568033854175,1.3202972412125,6.903338114421843
DOM,24.75131225585,24.46937561036667,24.579203287766664,24.96219889325,25.66754659016667,26.412770589200004,27.440729777,28.341552734383335,28.402577718100005,27.527414957666668,26.554128011066663,25.546997070316667,26.221317291261112
DZA,10.579534169790676,13.32345168654892,16.774213223843244,20.158370971685144,24.35718433277297,28.539946684962167,31.756641284841912,31.198988630962152,26.768765423751347,20.80444006016893,15.23708776525608,11.647853129618918,20.92887311368354
ECU,23.76712443034,24.25534464517333,24.276503499353336,24.065132649733336,23.28686116536,23.498728434253334,23.576932779960007,22.838472493486663,22.728076171866668,23.02497762044,23.21988118489333,23.3669169108,23.49207933213833
EGY,12.45410651128432,14.597078890416215,18.581611427105404,21.64516964474595,25.595049059072966,29.07801282728108,32.256610767267574,32.297529065921616,28.3279864337,23.64715658651892,17.93272111222162,13.684852393897296,22.508157059952747
ERI,22.12965138753333,23.938672383624997,26.836911519366662,28.9998474121,31.01307169595833,32.48593902589167,32.03879801431667,31.288640340166666,31.11750030519167,28.48963419595833,25.32030741373333,23.096168518066666,28.062928517659028
ESH,16.65294265748125,18.5755081176625,20.91836357118125,23.458404541,25.4479827880875,28.546157836918752,30.10679244995625,30.820768356318748,29.4749851226875,25.4732913971,20.97974777223125,17.265874862675,23.976734956108334
ESP,10.30193721886121,10.68268377130818,11.259356874410605,12.888131806338484,15.521435361921212,19.617827444360604,22.739608302266657,23.47898448597576,21.567913633406057,16.80777532404242,13.293037183354848,11.455125288529397,15.801151391231285
EST,-5.3107109069825,-6.43415832519625,-4.0263862609875,1.1852378845205,8.34771728515875,13.45749664305,16.8455123901375,14.5840759277125,9.429294586176251,5.4461326599125,1.80794143676725,-4.2492713928222505,4.256906827287229
ETH,22.26814476218919,24.054835963900004,25.91309418548918,26.27589787663513,25.18421069995405,24.335939974399995,23.41504813529459,23.905066412848647,24.44998251425135,23.172515869143247,21.497702933640547,21.358174092062164,23.81921778498401
FIN,-9.968564033512187,-11.287040710448435,-8.3078889846825,-3.434680938720719,4.713589668274097,11.400510787961563,13.707957267758124,10.631373405455935,5.883378028869375,0.9346485137939996,-2.519523620605781,-8.19482898712125,0.29657753308518525
FJI,27.6944656372,28.16607666015,28.278907775875,27.40590667725,25.719573974600003,24.81966400145,23.838264465325,23.599273681625,24.065010070775003,24.670501708975003,25.55043792725,26.654418945325,25.871875127150005
FLK,12.3362121582,12.9543457031,11.5855712891,9.069458007815,6.753067016599999,4.713272094725,4.05657958984,4.05690002441,5.285598754885,6.247482299805,8.10284423828,10.52072143555,7.973504384359167
FRA,5.154819372927212,5.26674767696194,5.997037020596364,8.21096524325212,11.56676691228697,15.62018099698788,18.767529111915145,19.39102265329091,16.724070231130305,11.898185036399695,8.474385579426666,6.021547259709696,11.091104757907075
FRO,3.697982788085,2.979522705075,3.37135314941,4.6635284423800005,7.07080078125,10.5847167969,12.89518737795,12.58992004395,10.23304748535,7.499069213869999,5.495040893555,3.957260131835,7.086452484134168
FSM,27.65500895183333,27.5038350423,27.66850789386667,28.0338745117,28.35829671223333,28.576029459600004,28.595143636066663,28.470876057966667,28.341786702466663,28.1676635742,28.1093851725,28.1033732096,28.13198174369445
GAB,24.0355083759,25.15728759764615,25.42665686974616,25.339862530046148,24.95434805064616,24.33350078874615,24.541750394376923,24.77137873723077,24.64870276817692,24.583641639115385,24.412322998038466,23.642082801230767,24.653920295908332
GBR,4.0370471191408,3.70382446289,4.1359704589836,5.970987548828,9.0522363281228,12.469628906252002,14.613645019528,14.683356933596,12.732872314459998,9.3714709472648,6.925432128905199,4.6737036132808,8.530847981770998
GEO,-1.5186375209287142,0.4294302804131428,2.6346827915735718,6.500108991349999,11.451572963162857,16.614432198642856,23.0506199428,22.88783482144285,15.840044294071433,9.30838884625,4.113311767578571,1.532505580358,9.40369124639288
GGY,4.64929199219,4.51260375977,5.29373168945,7.53073120117,10.7044067383,14.3982849121,16.8858337402,17.8401794434,15.2797546387,10.4814147949,7.44589233398,5.02313232422,10.003771464031667
GHA,26.682736714683333,28.284357706683327,29.107579549141665,28.26651509603333,26.810709635408333,26.047935485841677,25.779370625816668,25.138064066575,24.91856384278333,25.32590993246667,26.219777425141668,26.498494466141665,26.590001212226394
GIB,13.0691833496,13.3907470703,14.2360839844,16.6552429199,20.1575317383,25.239074707,28.275390625,28.6069030762,26.3789978027,20.536315918,16.5745239258,14.3971252441,19.793093363441667
GIN,25.2535122958,26.760484175254547,27.778270374654543,27.706579034972723,26.189400412809093,25.271795099445452,25.00499933416364,24.582869096245453,24.65995649857273,24.66439541903637,24.621326793327277,24.85474465110909,25.612361098782582
GLP,24.2493591309,23.7666015625,23.7021484375,23.9307250977,24.4887390137,25.2386169434,26.3935852051,27.5964050293,28.0660705566,27.6684265137,26.7156982422,25.3854370117,25.600151062025002
GMB,26.07397460935,27.90545654295,30.4632873535,31.8679046631,30.6449737549,28.18103027345,26.99295043945,26.41839599605,26.354248046850003,26.42904663085,27.4069213867,26.559173584,27.941446940095833
GNB,26.9903488159,27.6178970337,28.5721435547,28.82080841065,27.6831741333,27.009597778325,26.722366333,26.257667541525,26.2841644287,26.45458221435,26.93491363525,27.229965209975003,27.21480242411458
GNQ,23.92878723145,25.023735046375,25.299903869625,25.323875427225,25.0079803467,24.127731323225,24.043563842775004,24.289443969725,24.30809783935,24.324386596675,24.219406127925,23.5785369873,24.45628738402917
GRC,7.9014400906005555,8.251503838422222,9.683300442162222,12.01657613118611,16.61517333983889,21.18400912814445,26.239308675116664,25.869001600483337,21.460628933383333,16.592313978411113,12.559097290044445,9.597793579098887,15.664178918907686
GRD,24.211151123,24.2013549805,24.4093017578,24.888671875,25.4453125,26.1860046387,27.3289489746,28.1600036621,27.7938537598,27.0478820801,26.1778259277,25.0621032715,25.909367879233333
GRL,-28.75184059143217,-29.41993530937049,-26.121709906538705,-20.396358572919244,-11.314779862113337,-3.253178637961326,-0.6865013785982633,-3.860616435177745,-11.793008223826437,-18.159034397291254,-23.343111618707358,-26.89520421235573,-16.99960659552434
GTM,21.883252825057145,22.51653616768571,24.94270542687143,27.2127293178,28.249882289342857,28.689174107142858,29.013092041028568,28.3281642369,26.61911882671429,24.848733084542857,23.459346226257143,22.1067199707,25.655787876670235
GUF,26.45188395183333,26.199879964183328,26.28233846028333,26.27468363443333,25.960428873700007,25.3737640381,26.363972981766665,28.77929178873333,28.630020141616665,28.7886912028,28.884948730466665,27.93979899088333,27.16080856323333
GUM,25.9833068848,25.5712585449,25.6301574707,26.1626586914,26.9099731445,27.8704528809,28.494720459,28.8309020996,28.8430786133,28.7348937988,28.0107116699,27.0280456543,27.339179992675
GUY,26.17762756348,26.5579345703,26.95808410645,26.77467956543,25.72757873536,24.40391845703,25.06544189452,29.415298461910005,30.755548095690006,30.55495910645,29.58498535155,27.63315429688,27.467434183754165
HKG,16.0348815918,16.846862793,20.6360473633,23.6245727539,26.4711608887,27.8475036621,27.9327087402,27.6605834961,26.3893737793,23.9567260742,20.2556762695,15.8426208496,22.791559855141667
HND,24.102176242388893,24.5232916938,25.761528862833337,26.796088324655557,27.644439697266662,28.14468722873333,28.791442871111112,28.802815755222223,27.79633246527778,26.3946126302,25.16069539385556,24.3585442437,26.52305461742037
HRV,3.6773406982425008,4.125903320312,5.356796264648,8.11403198242,13.28997192383,17.614166259759998,22.335263061520003,21.70563659668,17.49715576171,12.3770751953,8.399295043947001,4.749365234376,11.603500111895457
HTI,25.0433883667,24.732887268075,24.968513488775,25.4941177368,26.2689361572,27.02606201175,28.029106140125,28.855026245125,28.757225036625,27.714202880850003,26.755569458,25.8348236084,26.623321533202084
HUN,-0.0343322753902999,0.908443450927475,2.48551940918,5.78719711303875,11.619613647475,15.511039733874998,19.31820297242501,18.4768638611,14.19165802,9.2247734069825,5.32089996338,1.007110595703375,8.651415824891403
IDN,26.590028486177857,26.549022179521383,26.851352138370984,27.03970872719237,27.16650227554351,26.800431113206105,26.39663672993281,26.571771053864136,27.004061633397715,27.288254599532056,27.40386893003054,27.014596254770225,26.88968617679498
IMN,3.36904907227,3.05609130859,3.50643920898,5.56332397461,8.87020874023,12.2428283691,14.2938842773,14.3511352539,12.5271606445,9.14495849609,6.63528442383,4.10998535156,8.13919576008
IND,16.006356568461,18.53071418694532,22.398044822490263,26.216797685204384,28.30582583266901,27.03247475412872,25.648395099469735,25.275284218570608,24.063695856954304,21.35032532278038,18.349905908636103,15.837650400349284,22.417955888054923
IOT,27.5298156738,27.7641601562,27.8052062988,28.1479492188,27.6992492676,26.551361084,25.8436584473,25.5755004883,25.929473877,26.6454772949,27.0247802734,27.214630127,26.977605183925004
IRL,5.2582054138175,4.962089538573751,5.24842834472625,6.85579299926875,9.49606323241625,12.603702545162498,14.6284790039125,14.7697601318375,13.1363143920875,10.0107688903825,7.81268692016625,5.93328094482375,9.22629769643125
IRN,5.088938728711114,7.581187263865012,12.241541127692305,16.664585801418358,22.57169079389329,28.89682807296721,31.52375068039344,30.293893782816397,25.357544445590182,17.63230971039279,10.47189831342951,6.747028288295393,17.92259975078875
IRQ,5.5527938842771,8.519210815426401,13.404315185559,17.887002563474997,23.584086608885,29.581878662100003,34.57496948242,33.43192138671999,27.328964233395,19.43055725097,12.013345336907502,7.57919921875245,19.40735371907395
ISL,-5.621648152663667,-7.129503885895834,-5.613344828289583,-1.9626541137695837,2.502593994140583,6.785654703775833,9.144538879386667,8.489008585616666,5.224177042643333,1.5914001464829,-2.005747477213,-4.489148457844242,0.5762772030308393
ISR,8.825451660158,10.632958984368,14.151281738260002,17.362658691399997,21.55568237306,25.38807373046,29.96467285156,29.97192993164,25.69623413084,20.6871887207,14.79589843748,10.67691040039,19.142411804193
ITA,7.739817301429298,7.829551188153767,8.6980957031249,10.868320719395667,14.84906717936033,19.04037373860333,22.985264078776662,22.908891805006668,19.63201090495667,15.265679931634663,11.837149047847332,8.902643839519934,14.213072119817433
JAM,25.6766052246,25.1993560791,25.3128662109,25.79261779785,26.43229675295,27.20196533205,28.24258422855,28.9786682129,28.94215393065,28.2655029297,27.5037384033,26.57092285155,27.00993982950833
JEY,4.64929199219,4.51260375977,5.29373168945,7.53073120117,10.7044067383,14.3982849121,16.8858337402,17.8401794434,15.2797546387,10.4814147949,7.44589233398,5.02313232422,10.003771464031667
JOR,6.609383719307142,9.12312970842,13.5500139509,17.282623290985715,22.05710274831429,26.392813546314283,31.19590105328572,30.759565080914285,25.598959786542856,19.26777430942857,12.667009626114284,8.390415736601428,18.57455771309405
JPN,2.1788888228543293,1.776853862563634,5.013560244912237,9.720214843743983,14.67547687731132,18.984415957806057,21.974664788502636,22.781254015465787,20.38399224531579,15.155124061980004,9.281602558343604,4.7876490542747625,12.226141444422845
KAZ,-7.812429380814907,-5.271216400397504,-0.9838239181145751,7.075255338809873,13.575799358776994,21.22067235520951,24.88890996255206,22.906152898618352,15.46398774453902,6.509588068182314,-1.7500595218888166,-5.169653774295018,7.554431894264774
KEN,23.39462280272727,25.13288740678636,26.08607621627273,26.28590947931364,24.666913119222727,23.427147605199995,22.90384743430909,23.53955771705455,24.160933061086368,24.091616543863637,22.678139426495456,21.905703457913635,24.022779522520455
KGZ,-8.939966837573333,-6.873926798501667,-1.8470128377291664,4.232419331870584,9.37441762288,15.515012105309168,18.58466847738333,17.490318298341666,12.094065348299168,3.909065246581916,-3.828450520834084,-7.460327148435335,4.354190190632687
KHM,23.23377075195,24.69147338868,27.72495117187,29.490304565429994,28.64367065429,27.18535766601,26.4781097412,26.473388671900004,26.385421752929997,24.988549804690003,23.77285766603,22.1492248535,25.934756724040003
KIR,26.2992858887,26.4613342285,26.610168457,26.7146911621,26.9069213867,26.7372436523,25.8944702148,25.2907104492,25.252746582,25.4219970703,25.6214294434,25.9880981445,26.099924723291664
KNA,24.1151123047,23.6136169434,23.4423522949,23.625579834,24.1680908203,24.9071960449,26.0204772949,27.2095031738,27.7739868164,27.4181518555,26.4682617188,25.1396179199,25.325162251791667
KOR,0.4596443176262501,0.3418312072768751,4.723804473878376,9.2675666809175,14.5869026184,18.7360534668,21.238014221175,21.6785621643,18.5547790527375,13.462833404545,7.576515197745,2.3756866455062498,11.08351612090898
KWT,11.356740315766666,14.9248758952,20.5316772461,24.62379964193333,30.59631347653333,36.84522501626667,40.86585489910001,39.9847920736,34.74277750653333,26.40097045896667,18.099283854166668,13.119089762366665,26.007616678877785
LAO,16.690696207674,19.28177693684666,24.65007731120667,27.67656046549333,26.34045206705333,24.96885782876,24.58168131509333,24.07470296224,22.61791381836,20.51040445963333,18.607619222013334,15.442510986325336,22.120271131724945
LBN,6.53598022461,7.8600769043,10.7383728027,14.667755127,19.4533081055,23.7626647949,28.9862365723,28.7109680176,23.8494567871,18.4923095703,12.6871643066,8.88522338867,17.052459716798335
LBR,26.0771980285625,26.872856140124995,27.360450744625,27.2470626831,26.4515495300125,25.941642761225,25.474639892575,24.8258743286125,24.797401428225,25.1811790466375,25.256496429437497,25.498672485362505,25.915418624875002
LBY,10.506421770364645,12.924088069367851,17.002478463307146,20.184684208462503,24.49593189784644,27.983679090226808,30.74509429931964,30.07059533255001,25.751657758442864,20.87902941022679,15.482973371233928,11.6422664097325,20.63907500675676
LCA,24.23738098145,23.99937438965,24.0657043457,24.36534118655,24.88165283205,25.60401916505,26.8604888916,28.0008544922,28.1356201172,27.52947998045,26.5895690918,25.2756500244,25.795427958175
LIE,-0.245513916016,0.0160217285156,1.22387695312,4.14443969727,8.80572509766,12.4599609375,14.7691650391,14.412322998,11.5661621094,7.33480834961,3.96441650391,0.692718505859,6.595342000327384
LKA,25.16112670898,25.9678039551,27.26316528322,28.84879760744,29.11658325194,27.384716796860005,26.889495849600003,26.958801269540004,27.14458618164,27.0256225586,26.41431884766,25.591412353520003,26.980535888675004
LSO,17.705123901375,17.961814880349998,16.635887145999998,13.89434051515,9.966613769525,8.443153381345,8.8930053710975,11.7172546386525,15.016502380375002,16.354095458975,15.599143981925,17.1912765503,14.1148509979225
LTU,-2.9585571289056287,-3.367950439454286,-1.289851597376,3.2967834472657143,9.955509730734288,14.712149483814288,17.745971679700002,15.895329066714286,11.14397757392857,7.185612269809999,3.393223353797143,-2.336447579519286,6.1146458217090895
LUX,2.72006225586,2.72146606445,3.80477905273,6.51034545898,10.5634765625,14.1780700684,16.3937072754,16.2272338867,13.7682189941,9.46578979492,6.16311645508,3.33309936523,8.820780436195834
LVA,-3.926944308811045,-4.7542487250444445,-2.5107760959206664,2.354509141708889,9.169630262582224,14.150787353511111,17.38841078018889,15.364708794499998,10.415028889958888,6.495836046006668,2.733076307510556,-3.2066379123281115,5.30611504448858
MAC,16.0348815918,16.846862793,20.6360473633,23.6245727539,26.4711608887,27.8475036621,27.9327087402,27.6605834961,26.3893737793,23.9567260742,20.2556762695,15.8426208496,22.791559855141667
MAR,10.9098754882785,12.776060485836997,14.589250183105,17.41572570801,20.683393859875004,25.35174560546,27.98066406251,28.17147979736,25.320108032225,19.424128723135,14.9086715698275,11.934147644045002,19.12210426330567
MCO,5.38284301758,5.33609008789,5.9248046875,8.08480834961,11.765045166,15.9980773926,19.4465026855,19.7427368164,16.7676391602,12.4243164062,9.21234130859,6.56652832031,11.387644449865002
MDA,-1.2337585449216,0.2742187499996,2.596978759764,6.833508300782,13.17252807618,18.0951538086,22.78875732422,22.10109252928,15.688116455079998,10.1061340332,5.105639648438,0.5413391113288,9.672475687662564
MDG,25.827833251955997,25.726528320312,25.557253417964,24.657305908204,22.971168212888003,21.224201660156,20.49212646484,21.047441406252,22.027111816404,23.686643066408,24.943099365240005,25.348957519528,23.625805867512668
MDV,26.693393707275,26.530498504637503,26.8622627258125,27.897201538075,28.7522773742875,28.305194854750003,27.869361877425,27.82196426391249,27.911121368425,27.840942382825,27.6454315185375,27.281082153325,27.617561022440622
